Elementos,OBSERVACIONES,Estado,Uso,Ubicación,Destino,Observaciones,Movimiento,Fecha,Ubicación original,Destino original,Clasificación RUBA,Carga Ruba,ESTADO,NUEVA UBICACIÓN,DESTINO,OPERADOR,Fecha actualización Inventario,Operador carga
Reducción Storz 2½“ - 1¾”, ,Bueno,Sí,Cuartel Central,Unidad 14, ,,,,,, ,,,,,,
Reducción Storz 2½“ - 1¾”, ,Bueno,Sí,Cuartel Central,Unidad 3, ,,,,,, ,,,,,,
Reducción Storz 2½“ - 1¾”, ,Bueno,Sí,Destacamento,Unidad 4, ,,,,,, ,,,,,,
Reducción Storz 2½“ - 1¾”, ,Bueno,Sí,Cuartel Central,Unidad 6, ,,,,,, ,,,,,,
Reducción Storz 2½“ - 1¾”, ,Bueno,Sí,Cuartel Central,Unidad 6, ,,,,,, ,,,,,,
Reducción Storz 2½“ - 1¾”, ,Bueno,Sí,Cuartel Central,Unidad 6, ,,,,,, ,,,,,,
Reducción Storz 2½“ - 1¾”, ,Bueno,Sí,Cuartel Central,Unidad 6, ,,,,,, ,,,,,,
Reducción Storz 2½“ - 1¾”, ,Bueno,Sí,Cuartel Central,Unidad 6, ,,,,,, ,,,,,,
Reducción Storz 2½“ - 1¾”, ,Bueno,Sí,Cuartel Central,Unidad 7, ,,,,,, ,,,,,,
Reducción Storz 2½“ - 1¾”, ,Bueno,Sí,Cuartel Central,Unidad 7, ,,,,,, ,,,,,,
Reducción Storz 2½“ - 1¾”, ,Bueno,Sí,Cuartel Central,Unidad 7, ,,,,,, ,,,,,,
Reducción Storz 2½“ - 1¾”, ,Nuevo,No,Destacamento,Almacén, ,,,,,, ,,,,,,
Reducción Storz 2½“ - 1¾”, ,Nuevo,No,Destacamento,Almacén, ,,,,,, ,,,,,,
Reducción Storz 2½“ - 1¾”, ,Nuevo,No,Destacamento,Almacén, ,,,,,, ,,,,,,
Reducción Storz 2½“ - 1¾”, ,Nuevo,No,Destacamento,Almacén, ,,,,,, ,,,,,,
Reducción Storz 2½“ - 1¾”, ,Nuevo,No,Destacamento,Almacén, ,,,,,, ,,,,,,
Reducción Storz 2½“ - 1¾”, ,Bueno,Sí,Destacamento,Unidad 13, ,,,,,, ,,,,,,
Reducción Storz 2½“ - 1¾”, ,Bueno,Sí,Destacamento,Unidad 13, ,,,,,, ,,,,,,
Reducción Storz 2½“ - 1¾”, ,Bueno,Sí,Destacamento,Unidad 13, ,,,,,, ,,,,,,
Reducción Storz 2½“ - 1¾”, ,Bueno,Sí,Destacamento,Unidad 13, ,,,,,, ,,,,,,
Reducción Storz 2½“ - 1¾”, ,Bueno,Sí,Destacamento,Unidad 5, ,,,,,, ,,,,,,
Reducción Storz 2½“ - 1¾”, ,Bueno,Sí,Destacamento,Unidad 5, ,,,,,, ,,,,,,
Reducción Storz 2½“ - 1¾”, ,Bueno,Sí,Destacamento,Unidad 5, ,,,,,, ,,,,,,
Reducción Storz 2½“ - 1¾”, ,Bueno,Sí,Destacamento,Unidad 5, ,,,,,, ,,,,,,
"Reducción Storz 3"" - 2½“", ,Bueno,Sí,Destacamento,Galpón,Motobomba Robin Forestal,,,,,, ,,,,,,
Reflector 1.000W, ,Bueno,No,Cuartel Central,Sala Buceo, ,,12/31/2016,,,Herramientas eléctricas,Sí,,,,,,
Reflector 1.000W, ,Bueno,No,Cuartel Central,Sala Buceo, ,,12/31/2016,,,Herramientas eléctricas,Sí,,,,,,
Reflector 1.000W, ,Bueno,Sí,Cuartel Central,Unidad 3, ,,12/31/2016,,,Herramientas eléctricas,Sí,,,,,,
Reflector 1.000W, ,Bueno,Sí,Cuartel Central,Unidad 3, ,,12/31/2016,,,Herramientas eléctricas,Sí,,,,,,
Reflector 1.000W, ,Bueno,Sí,Cuartel Central,Unidad 9, ,,12/31/2016,,,Herramientas eléctricas,Sí,,,,,,
Reflector 1.000W, ,Bueno,Sí,Cuartel Central,Unidad 9, ,,12/31/2016,,,Herramientas eléctricas,Sí,,,,,,
Reflector 1.000W, ,Bueno,Sí,Cuartel Central,Unidad 9, ,,12/31/2016,,,Herramientas eléctricas,Sí,,,,,,
Reflector 1.000W, ,Bueno,Sí,Cuartel Central,Unidad 9, ,,12/31/2016,,,Herramientas eléctricas,Sí,,,,,,
Reflector 1.000W, ,Bueno,Sí,Destacamento,Unidad 2, ,,12/31/2016,,,Herramientas eléctricas,Sí,,,,,,
Reflector 1.500W, ,Bueno,Sí,Cuartel Central,Unidad 7, ,,12/31/2016,,,Herramientas eléctricas,Sí,,,,,,
Reflector 1.500W, ,Bueno,Sí,Destacamento,Unidad 2, ,,12/31/2016,,,Herramientas eléctricas,Sí,,,,,,
Reflector 1.500W, ,Bueno,Sí,Destacamento,Unidad 2, ,,12/31/2016,,,Herramientas eléctricas,Sí,,,,,,
Reflector 1.500W, ,Bueno,Sí,Destacamento,Unidad 2, ,,12/31/2016,,,Herramientas eléctricas,Sí,,,,,,
Reflector 100W, ,Bueno,Sí,Cuartel Central,Unidad 3, ,,12/31/2016,,,Herramientas eléctricas,Sí,,,,,,
Reflector 100W, ,Bueno,Sí,Cuartel Central,Unidad 3, ,,12/31/2016,,,Herramientas eléctricas,Sí,,,,,,
Reflector 12V, ,Bueno,Sí,Cuartel Central,Unidad 10, ,,12/31/2016,,,Herramientas eléctricas,Sí,,,,,,
Reflector 12V, ,Bueno,Sí,Destacamento,Unidad 4, ,,12/31/2016,,,Herramientas eléctricas,Sí,,,,,,
Reflector 12V, ,Bueno,Sí,Destacamento,Unidad 4, ,,12/31/2016,,,Herramientas eléctricas,Sí,,,,,,
Reflector 12V, ,Bueno,Sí,Cuartel Central,Unidad 7, ,,12/31/2016,,,Herramientas eléctricas,Sí,,,,,,
Reflector 12V, ,Bueno,Sí,Cuartel Central,Unidad 7, ,,12/31/2016,,,Herramientas eléctricas,Sí,,,,,,
Reflector 12V, ,Bueno,Sí,Cuartel Central,Unidad 9, ,,12/31/2016,,,Herramientas eléctricas,Sí,,,,,,
Reflector 12V, ,Bueno,Sí,Destacamento,Unidad 13, ,,12/31/2016,,,Herramientas eléctricas,Sí,,,,,,
Reflector 12V, ,Bueno,Sí,Destacamento,Unidad 5, ,,12/31/2016,,,Herramientas eléctricas,Sí,,,,,,
Reflector 500W, ,Bueno,Sí,Cuartel Central,Unidad 10, ,,12/31/2016,,,Herramientas eléctricas,Sí,,,,,,
Reflector 500W, ,Bueno,Sí,Cuartel Central,Unidad 10, ,,12/31/2016,,,Herramientas eléctricas,Sí,,,,,,
Reflector 500W, ,Bueno,Sí,Cuartel Central,Unidad 10, ,,12/31/2016,,,Herramientas eléctricas,Sí,,,,,,
Reflector 500W, ,Bueno,Sí,Cuartel Central,Unidad 14, ,,12/31/2016,,,Herramientas eléctricas,Sí,,,,,,
Reflector 500W, ,Bueno,Sí,Cuartel Central,Unidad 14, ,,12/31/2016,,,Herramientas eléctricas,Sí,,,,,,
Reflector 500W, ,Bueno,Sí,Cuartel Central,Unidad 14, ,,12/31/2016,,,Herramientas eléctricas,Sí,,,,,,
Reflector 500W, ,Bueno,Sí,Cuartel Central,Unidad 7, ,,12/31/2016,,,Herramientas eléctricas,Sí,,,,,,
Reflector 500W, ,Bueno,Sí,Cuartel Central,Unidad 7, ,,12/31/2016,,,Herramientas eléctricas,Sí,,,,,,
Reflector 500W, ,Bueno,Sí,Cuartel Central,Unidad 7, ,,12/31/2016,,,Herramientas eléctricas,Sí,,,,,,
Reflector con trípode 220V 500W, ,Bueno,Sí,Cuartel Central,Unidad 10, ,,12/31/2016,,,Herramientas eléctricas,Sí,,,,,,
Reflector con trípode 220V 500W, ,Bueno,Sí,Cuartel Central,Unidad 9, ,,12/31/2016,,,Herramientas eléctricas,Sí,,,,,,
Reflector con trípode 220V 500W, ,Bueno,Sí,Destacamento,Unidad 13, ,,12/31/2016,,,Herramientas eléctricas,Sí,,,,,,
Reflector con trípode 220V 500W, ,Bueno,Sí,Destacamento,Unidad 13, ,,12/31/2016,,,Herramientas eléctricas,Sí,,,,,,
Reflector con trípode 220V 500W, ,Bueno,Sí,Destacamento,Unidad 2, ,,12/31/2016,,,Herramientas eléctricas,Sí,,,,,,
Reflector de mano Doite, ,Bueno,Sí,Cuartel Central,Sala Buceo,,,,,,,,,,,,,
Reflector móvil 2.500 W, ,Bueno,Sí,Cuartel Central,Unidad 3, ,,12/31/2016,,,Herramientas eléctricas,Sí,,,,,,
Regla de acero inoxidable, ,Bueno,Sí,Destacamento,Taller, ,,,,,, ,,,,,,
Regla de acero inoxidable, ,Bueno,Sí,Destacamento,Taller, ,,,,,, ,,,,,,
Regulador buceo aguas frías, ,Bueno,Sí,Cuartel Central,Sala Buceo, ,,,,,, ,,,,,,
Regulador buceo aguas frías, ,Bueno,Sí,Cuartel Central,Sala Buceo, ,,,,,, ,,,,,,
Regulador buceo aguas frías, ,Bueno,Sí,Cuartel Central,Sala Buceo, ,,,,,, ,,,,,,
Regulador buceo aguas frías, ,Bueno,Sí,Cuartel Central,Sala Buceo, ,,,,,, ,,,,,,
Regulador buceo aguas frías, ,Bueno,Sí,Cuartel Central,Sala Buceo, ,,,,,, ,,,,,,
Regulador buceo aguas frías, ,Bueno,Sí,Cuartel Central,Sala Buceo, ,,,,,, ,,,,,,
Regulador buceo aguas frías, ,Bueno,Sí,Cuartel Central,Sala Buceo, ,,,,,, ,,,,,,
Regulador para Tubo de oxigeno, ,Bueno,No,Cuartel Central,Depósito Archivo, ,,,,,, ,,,,,,
Regulador para Tubo de oxigeno, ,Bueno,No,Cuartel Central,Depósito Archivo, ,,,,,, ,,,,,,
Regulador para Tubo de oxigeno, ,Bueno,No,Cuartel Central,Depósito Archivo, ,,,,,, ,,,,,,
Regulador para Tubo de oxigeno, ,Bueno,No,Cuartel Central,Depósito Archivo, ,,,,,, ,,,,,,
Remachadora 'Pop' Stanley, ,Bueno,Sí,Destacamento,Taller, ,,,,,, ,,,,,,
Remachadora 'Pop' Stanley, ,Bueno,Sí,Destacamento,Taller, ,,,,,, ,,,,,,
Remachadora 'Pop' tijera, ,Regular,Sí,Destacamento,Taller, ,,,,,, ,,,,,,
Remera azul 2021 Talle L, ,Nuevo,No,Cuartel Central,Oficina Cuerpo Activo,Donación para compensación buzos 2019,Alta,1/15/2021,Comercio,,,,,,,Bravo 1,1/15/2021,Bravo 9
Remera azul 2021 Talle L, ,Nuevo,No,Cuartel Central,Oficina Cuerpo Activo,Donación para compensación buzos 2019,Alta,1/15/2021,Comercio,,,,,,,Bravo 1,1/15/2021,Bravo 9
Remera azul 2021 Talle L, ,Nuevo,No,Cuartel Central,Oficina Cuerpo Activo,Donación para compensación buzos 2019,Alta,1/15/2021,Comercio,,,,,,,Bravo 1,1/15/2021,Bravo 9
Remera azul 2021 Talle L, ,Nuevo,No,Cuartel Central,Oficina Cuerpo Activo,Donación para compensación buzos 2019,Alta,1/15/2021,Comercio,,,,,,,Bravo 1,1/15/2021,Bravo 9
Remera azul 2021 Talle L, ,Nuevo,No,Cuartel Central,Oficina Cuerpo Activo,Donación para compensación buzos 2019,Alta,1/15/2021,Comercio,,,,,,,Bravo 1,1/15/2021,Bravo 9
Remera azul 2021 Talle L, ,Nuevo,No,Cuartel Central,Oficina Cuerpo Activo,Donación para compensación buzos 2019,Alta,1/15/2021,Comercio,,,,,,,Bravo 1,1/15/2021,Bravo 9
Remera azul 2021 Talle L, ,Nuevo,No,Cuartel Central,Oficina Cuerpo Activo,Donación para compensación buzos 2019,Alta,1/15/2021,Comercio,,,,,,,Bravo 1,1/15/2021,Bravo 9
Remera azul 2021 Talle L,Bravo 100,Nuevo,Sí,Personal BVU,Equipamiento,Uso personal,Modificación,2/7/2021,Cuartel Central,Oficina Cuerpo Activo,,,,,,,,
Remera azul 2021 Talle L,Bravo 13,Nuevo,Sí,Personal BVU,Equipamiento,Uso personal,Modificación,2/7/2021,Cuartel Central,Oficina Cuerpo Activo,,,,,,,,
Remera azul 2021 Talle L,Bravo 18,Nuevo,Sí,Personal BVU,Equipamiento,Uso personal,Modificación,2/7/2021,Cuartel Central,Oficina Cuerpo Activo,,,,,,,,
Remera azul 2021 Talle L,Bravo 20,Nuevo,Sí,Personal BVU,Equipamiento,Uso personal,Modificación,2/7/2021,Cuartel Central,Oficina Cuerpo Activo,,,,,,,,
Remera azul 2021 Talle L,Bravo 21,Nuevo,Sí,Personal BVU,Equipamiento,Uso personal,Modificación,2/7/2021,Cuartel Central,Oficina Cuerpo Activo,,,,,,,,
Remera azul 2021 Talle L,Bravo 27,Nuevo,Sí,Personal BVU,Equipamiento,Uso personal,,Bravo 1,2/12/2021,Bravo 9,,,,,,,,
Remera azul 2021 Talle L,Bravo 32,Nuevo,Sí,Personal BVU,Equipamiento,Uso personal,Modificación,2/7/2021,Cuartel Central,Oficina Cuerpo Activo,,,,,,,,
Remera azul 2021 Talle L,Bravo 36,Nuevo,Sí,Personal BVU,Equipamiento,Uso personal,Modificación,2/7/2021,Cuartel Central,Oficina Cuerpo Activo,,,,,,,,
Remera azul 2021 Talle L,Bravo 39,Nuevo,Sí,Personal BVU,Equipamiento,Uso personal,Modificación,2/7/2021,Cuartel Central,Oficina Cuerpo Activo,,,,,,,,
Remera azul 2021 Talle L,Bravo 64,Nuevo,Sí,Personal BVU,Equipamiento,Uso personal,,,,,,,,,,,,
Remera azul 2021 Talle L,Bravo 67,Nuevo,Sí,Personal BVU,Equipamiento,Uso personal,,,,,,,,,,,,
Remera azul 2021 Talle L,Bravo 7,Nuevo,Sí,Personal BVU,Equipamiento,Uso personal,Modificación,2/7/2021,Cuartel Central,Oficina Cuerpo Activo,,,,,,,,
Remera azul 2021 Talle L,Bravo 70,Nuevo,Sí,Personal BVU,Equipamiento,Uso personal,Modificación,2/7/2021,Cuartel Central,Oficina Cuerpo Activo,,,,,,,,
Remera azul 2021 Talle L,Bravo 84,Nuevo,Sí,Personal BVU,Equipamiento,Uso personal,,,,,,,,,,,,
Remera azul 2021 Talle L,Bravo 9,Nuevo,Sí,Personal BVU,Equipamiento,Uso personal,Modificación,2/7/2021,Cuartel Central,Oficina Cuerpo Activo,,,,,,,,
Remera azul 2021 Talle L,Bravo 94,Nuevo,Sí,Personal BVU,Equipamiento,Uso personal,Modificación,2/7/2021,Cuartel Central,Oficina Cuerpo Activo,,,,,,,,
Remera azul 2021 Talle L,Bravo 97,Nuevo,Sí,Personal BVU,Equipamiento,Uso personal,,,,,,,,,,,,
Remera azul 2021 Talle M,Bravo 101,Nuevo,Sí,Personal BVU,Equipamiento,Uso Personal,Modificación,3/27/2021,Comercio,,,,,,,,,
Remera azul 2021 Talle M,Bravo 103,Nuevo,Sí,Personal BVU,Equipamiento,Uso personal,Modificación,2/7/2021,Cuartel Central,Oficina Cuerpo Activo,,,,,,,,
Remera azul 2021 Talle M,Bravo 105,Nuevo,Sí,Personal BVU,Equipamiento,Uso personal,Modificación,,,,,,,,,,,
Remera azul 2021 Talle M,Bravo 25,Nuevo,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,,,,,,,,
Remera azul 2021 Talle M,Bravo 31,Nuevo,Sí,Personal BVU,Equipamiento,Uso personal,Modificación,2/7/2021,Cuartel Central,Oficina Cuerpo Activo,,,,,,,,
Remera azul 2021 Talle M,Bravo 4,Nuevo,Sí,Personal BVU,Equipamiento,Uso personal,Modificación,2/7/2021,Cuartel Central,Oficina Cuerpo Activo,,,,,,,,
Remera azul 2021 Talle M,Bravo 43,Nuevo,Sí,Personal BVU,Equipamiento,Uso personal,Modificación,2/7/2021,Cuartel Central,Oficina Cuerpo Activo,,,,,,,,
Remera azul 2021 Talle M,Bravo 45,Nuevo,Sí,Personal BVU,Equipamiento,Uso personal,,,,,,,,,,,,
Remera azul 2021 Talle M,Bravo 82,Nuevo,Sí,Personal BVU,Equipamiento,Uso personal,,,,,,,,,,,,
Remera azul 2021 Talle M,Bravo 83,Nuevo,Sí,Personal BVU,Equipamiento,Uso personal,,,,,,,,,,,,
Remera azul 2021 Talle M,Bravo 88,Nuevo,Sí,Personal BVU,Equipamiento,Uso personal,Modificación,2/7/2021,Cuartel Central,Oficina Cuerpo Activo,,,,,,,,
Remera azul 2021 Talle XL, ,Nuevo,No,Cuartel Central,Oficina Cuerpo Activo,Donación para compensación buzos 2019,Alta,1/15/2021,Comercio,,,,,,,Bravo 1,1/19/2021,Bravo 9
Remera azul 2021 Talle XL,Bravo 1,Nuevo,Sí,Personal BVU,Equipamiento,Uso personal,Modificación,2/7/2021,Cuartel Central,Oficina Cuerpo Activo,,,,,,,,
Remera azul 2021 Talle XL,Bravo 17,Nuevo,Sí,Personal BVU,Equipamiento,Uso personal,Modificación,2/7/2021,Cuartel Central,Oficina Cuerpo Activo,,,,,,,,
Remera azul 2021 Talle XL,Bravo 19,Nuevo,Sí,Personal BVU,Equipamiento,Uso personal,Modificación,2/7/2021,Cuartel Central,Oficina Cuerpo Activo,,,,,,,,
Remera azul 2021 Talle XL,Bravo 2,Nuevo,Sí,Personal BVU,Equipamiento,Uso personal,,,,,,,,,,,,
Remera azul 2021 Talle XL,Bravo 2,Nuevo,Sí,Personal BVU,Equipamiento,Uso personal,,,,,,,,,,,,
Remera azul 2021 Talle XL,Bravo 24,Nuevo,Sí,Personal BVU,Equipamiento,Uso personal,Modificación,2/7/2021,Cuartel Central,Oficina Cuerpo Activo,,,,,,,,
Remera azul 2021 Talle XL,Bravo 33,Nuevo,Sí,Personal BVU,Equipamiento,Uso personal,Modificación,2/7/2021,Cuartel Central,Oficina Cuerpo Activo,,,,,,,,
Remera azul 2021 Talle XL,Bravo 35,Nuevo,Sí,Personal BVU,Equipamiento,Uso personal,Modificación,2/7/2021,Cuartel Central,Oficina Cuerpo Activo,,,,,,,,
Remera azul 2021 Talle XL,Bravo 44,Nuevo,Sí,Personal BVU,Equipamiento,Uso personal,,,,,,,,,,,,
Remera azul 2021 Talle XL,Bravo 47,Usado,No,Destacamento,Almacén, ,Modificación,9/19/2021,Personal BVU,Equipamiento,,,,,,Bravo 4,10/3/2021,Bravo 9
Remera azul 2021 Talle XL,Bravo 5,Nuevo,Sí,Personal BVU,Equipamiento,Uso personal,,,,,,,,,,,,
Remera azul 2021 Talle XL,Bravo 78,Nuevo,Sí,Personal BVU,Equipamiento,Uso personal,Modificación,2/7/2021,Cuartel Central,Oficina Cuerpo Activo,,,,,,,,
Remera azul 2021 Talle XL,Bravo 92,Nuevo,Sí,Personal BVU,Equipamiento,Uso personal,,,,,,,,,,,,
Remera azul 2021 Talle XL,Bravo 95,Nuevo,Sí,Personal BVU,Equipamiento,Uso personal,Modificación,2/7/2021,Cuartel Central,Oficina Cuerpo Activo,,,,,,,,
Remera azul 2021 Talle XXL,Bravo 22,Nuevo,Sí,Personal BVU,Equipamiento,Uso personal,Modificación,2/7/2021,Cuartel Central,Oficina Cuerpo Activo,,,,,,,,
Remera azul 2021 Talle XXL,Bravo 3,Nuevo,Sí,Personal BVU,Equipamiento,Uso personal,Modificación,2/7/2021,Cuartel Central,Oficina Cuerpo Activo,,,,,,,,
Remera azul 2021 Talle XXL,Bravo 42,Usado,No,Destacamento,Almacén, ,Modificación,4/9/2023,Personal BVU,Equipamiento,,,,,,Bravo 4,4/30/2024,Bravo 9
Remera azul 2021 Talle XXL,Bravo 46,Nuevo,Sí,Personal BVU,Equipamiento,Uso personal,,,,,,,,,,,,
Remera azul 2021 Talle XXL,Bravo 6,Nuevo,Sí,Personal BVU,Equipamiento,Uso personal,Modificación,2/7/2021,Cuartel Central,Oficina Cuerpo Activo,,,,,,,,
Remera azul 2021 Talle XXL,Bravo 8,Nuevo,Sí,Personal BVU,Equipamiento,Uso personal,,,,,,,,,,,,
Remera azul 2021 Talle XXL,Bravo 87,Nuevo,Sí,Personal BVU,Equipamiento,Uso personal,Modificación,2/7/2021,Cuartel Central,Oficina Cuerpo Activo,,,,,,,,
Remera azul 2021 Talle XXL,Bravo 89,Nuevo,Sí,Personal BVU,Equipamiento,Uso personal,Modificación,2/7/2021,Cuartel Central,Oficina Cuerpo Activo,,,,,,,,
Remera azul 2021 Talle XXXL,Bravo 12,Nuevo,Sí,Personal BVU,Equipamiento,Uso personal,Modificación,2/7/2021,Cuartel Central,Oficina Cuerpo Activo,,,,,,,,
Remera azul 2021 Talle XXXL,Bravo 15,Nuevo,Sí,Personal BVU,Equipamiento,Uso personal,Modificación,2/7/2021,Cuartel Central,Oficina Cuerpo Activo,,,,,,,,
Remera azul 2021 Talle XXXL,Bravo 49,Nuevo,Sí,Personal BVU,Equipamiento,Uso personal,Modificación,2/7/2021,Cuartel Central,Oficina Cuerpo Activo,,,,,,,,
Remera Columbia Talle M gris, ,Bueno,Sí,Cuartel Central,Montaña,,,,,,,,,,,,,
Remera de nylon, ,Bueno,Sí,Cuartel Central,Montaña,,,,,,,,,,,,,
Remera de nylon, ,Bueno,Sí,Cuartel Central,Montaña,,,,,,,,,,,,,
Remera de nylon, ,Bueno,Sí,Cuartel Central,Montaña,,,,,,,,,,,,,
Remera de nylon, ,Bueno,Sí,Cuartel Central,Montaña,,,,,,,,,,,,,
Remera de nylon, ,Bueno,Sí,Cuartel Central,Montaña,,,,,,,,,,,,,
Remera de nylon, ,Bueno,Sí,Cuartel Central,Montaña,,,,,,,,,,,,,
Remera de nylon, ,Bueno,Sí,Cuartel Central,Montaña,,,,,,,,,,,,,
Remera negra instructor Talle XL,Bravo 17,Usado,No,Destacamento,Almacén, ,Alta,12/18/2022,Personal BVU,Equipamiento,Uso personal,,,,,Bravo 4,1/30/2023,Bravo 9
Reproductor DVD Dahiatsu modelo D-VD2015, ,Bueno,Sí,Cuartel Central,Oficina Academia, ,,,,,, ,,,,,,
Repuesto. Maniquí RCP, ,Bueno,No,Cuartel Central,Depósito Archivo, ,,,,,, ,,,,,,
Repuesto. Maniquí RCP, ,Bueno,No,Cuartel Central,Depósito Archivo, ,,,,,, ,,,,,,
Repuesto. Maniquí RCP, ,Bueno,No,Cuartel Central,Depósito Archivo, ,,,,,, ,,,,,,
Repuesto. Maniquí RCP, ,Bueno,No,Cuartel Central,Depósito Archivo, ,,,,,, ,,,,,,
Repuesto. Maniquí RCP, ,Bueno,No,Cuartel Central,Depósito Archivo, ,,,,,, ,,,,,,
Repuesto. Maniquí RCP, ,Bueno,No,Cuartel Central,Depósito Archivo, ,,,,,, ,,,,,,
Repuesto. Maniquí RCP, ,Bueno,No,Cuartel Central,Depósito Archivo, ,,,,,, ,,,,,,
Repuesto. Maniquí RCP, ,Bueno,No,Cuartel Central,Depósito Archivo, ,,,,,, ,,,,,,
RESCUE  (Polea), ,Nuevo,Sí,Cuartel Central,Unidad 9,RTC,Alta,4/23/2019,Comercio,,,,,,,Bravo 13,4/30/2019,Bravo 9
RESCUE  (Polea), ,Nuevo,Sí,Cuartel Central,Unidad 9,RTC,Alta,4/23/2019,Comercio,,,,,,,Bravo 13,4/30/2019,Bravo 9
RESCUE  (Polea), ,Nuevo,Sí,Cuartel Central,Unidad 9,RTC,Alta,4/23/2019,Comercio,,,,,,,Bravo 13,4/30/2019,Bravo 9
RESCUE  (Polea), ,Nuevo,Sí,Cuartel Central,Unidad 9,RTC,Alta,4/23/2019,Comercio,,,,,,,Bravo 13,4/30/2019,Bravo 9
RESCUE  (Polea), ,Nuevo,Sí,Cuartel Central,Unidad 9,RTC,Alta,4/23/2019,Comercio,,,,,,,Bravo 13,4/30/2019,Bravo 9
Resucitador autoinflable Adulto con reservorio, ,Nuevo,No,Cuartel Central,Almacén, ,Alta,5/15/2019,Comercio,,Primeros Auxilios,,,,,Bravo 2,5/31/2019,Bravo 9
Resucitador autoinflable Adulto con reservorio, ,Nuevo,No,Cuartel Central,Almacén, ,Alta,5/15/2019,Comercio,,Primeros Auxilios,,,,,Bravo 2,5/31/2019,Bravo 9
Resucitador autoinflable Adulto con reservorio, ,Nuevo,No,Cuartel Central,Almacén, ,Alta,5/15/2019,Comercio,,Primeros Auxilios,,,,,Bravo 2,5/31/2019,Bravo 9
Resucitador autoinflable Adulto con reservorio, ,Nuevo,No,Cuartel Central,Almacén, ,Alta,5/15/2019,Comercio,,Primeros Auxilios,,,,,Bravo 2,5/31/2019,Bravo 9
Resucitador autoinflable Adulto con reservorio, ,Nuevo,No,Cuartel Central,Almacén, ,Alta,5/15/2019,Comercio,,Primeros Auxilios,,,,,Bravo 2,5/31/2019,Bravo 9
Resucitador autoinflable Neo con reservorio, ,Nuevo,No,Cuartel Central,Almacén, ,Alta,5/15/2019,Comercio,,Primeros Auxilios,,,,,Bravo 2,5/31/2019,Bravo 9
Resucitador autoinflable Neo con reservorio, ,Nuevo,No,Cuartel Central,Almacén, ,Alta,5/15/2019,Comercio,,Primeros Auxilios,,,,,Bravo 2,5/31/2019,Bravo 9
Resucitador autoinflable Neo con reservorio, ,Nuevo,No,Cuartel Central,Almacén, ,Alta,5/15/2019,Comercio,,Primeros Auxilios,,,,,Bravo 2,5/31/2019,Bravo 9
Resucitador autoinflable Neo con reservorio, ,Nuevo,No,Cuartel Central,Almacén, ,Alta,5/15/2019,Comercio,,Primeros Auxilios,,,,,Bravo 2,5/31/2019,Bravo 9
Resucitador autoinflable Neo con reservorio, ,Nuevo,No,Cuartel Central,Almacén, ,Alta,5/15/2019,Comercio,,Primeros Auxilios,,,,,Bravo 2,5/31/2019,Bravo 9
Resucitador autoinflable Pediátrico con reservorio, ,Nuevo,No,Cuartel Central,Almacén, ,Alta,5/15/2019,Comercio,,Primeros Auxilios,,,,,Bravo 2,5/31/2019,Bravo 9
Resucitador autoinflable Pediátrico con reservorio, ,Nuevo,No,Cuartel Central,Almacén, ,Alta,5/15/2019,Comercio,,Primeros Auxilios,,,,,Bravo 2,5/31/2019,Bravo 9
Resucitador autoinflable Pediátrico con reservorio, ,Nuevo,No,Cuartel Central,Almacén, ,Alta,5/15/2019,Comercio,,Primeros Auxilios,,,,,Bravo 2,5/31/2019,Bravo 9
Resucitador autoinflable Pediátrico con reservorio, ,Nuevo,No,Cuartel Central,Almacén, ,Alta,5/15/2019,Comercio,,Primeros Auxilios,,,,,Bravo 2,5/31/2019,Bravo 9
Resucitador autoinflable Pediátrico con reservorio, ,Nuevo,No,Cuartel Central,Almacén, ,Alta,5/15/2019,Comercio,,Primeros Auxilios,,,,,Bravo 2,5/31/2019,Bravo 9
Robador con llave de corte Forestal, ,Bueno,No,Destacamento,Galpón, ,,,,,, ,,,,,,
Robador con llave de corte Forestal, ,Bueno,No,Destacamento,Galpón, ,,,,,, ,,,,,,
Rollo de cinta para cinturones (5 m), ,Bueno,Sí,Cuartel Central,Sala Buceo,,,,,,,,,,,,,
Saca espárragos encastre hexagonal ¾”, ,Bueno,Sí,Destacamento,Taller, ,,,,,, ,,,,,,
Sacabujía mango largo, ,Bueno,Sí,Destacamento,Taller, ,,,,,, ,,,,,,
Sacafiltros, ,Bueno,Sí,Destacamento,Taller, ,,,,,, ,,,,,,
Sacafiltros, ,Bueno,Sí,Destacamento,Taller, ,,,,,, ,,,,,,
Sacafiltros, ,Bueno,Sí,Destacamento,Taller, ,,,,,, ,,,,,,
Salida Storz 1“, ,Bueno,Sí,Cuartel Central,Unidad 3, ,,,,,, ,,,,,,
Salida Storz 1¾”, ,Bueno,Sí,Destacamento,Unidad 4, ,,,,,, ,,,,,,
Salida Storz 1¾”, ,Bueno,Sí,Destacamento,Unidad 4, ,,,,,, ,,,,,,
Salida Storz 1¾”, ,Bueno,Sí,Destacamento,Unidad 4, ,,,,,, ,,,,,,
Salida Storz 1¾”, ,Bueno,Sí,Destacamento,Unidad 4, ,,,,,, ,,,,,,
Salida Storz 1¾”, ,Bueno,Sí,Destacamento,Unidad 13, ,,,,,, ,,,,,,
Salida Storz 1¾”, ,Bueno,Sí,Destacamento,Unidad 13, ,,,,,, ,,,,,,
